Conta,Categoria,Count,Usage,Price_USD,Range,Extraido_Utc
Richard,calls-pay-verb-transactions,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-recordings,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-sip,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-sip-inbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-sip-outbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-text-to-speech,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,calls-transfers,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,carrier-lookups,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,category,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-messaging,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-messaging-inbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-messaging-outbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-conversation-authentication,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-conversation-free,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-conversation-marketing,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-conversation-service,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-conversation-utility,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-inbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-outbound,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-template-authentication,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-template-marketing,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-template-service,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,channels-whatsapp-template-utility,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,chat-virtual-agent,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversation-ingestion,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversation-intelligence,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversation-memory,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversation-orchestrator,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversation-relay,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-api-requests,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-conversation-events,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-endpoint-connectivity,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-events,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-participant-events,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,conversations-participants,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,cps,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,credit-transfer,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,custom-language-operators-speed-input,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,custom-language-operators-speed-output,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,custom-number-services,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,email,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,email-sends,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,emerging-tech,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,engagement-suite-packaged-plans,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,enhanced-line-type-lookups,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
Richard,enterprise,0,0,0.000000,StartDate=2026-04-01 EndDate=2026-04-30 UTC (USAGE_START_DATE/USAGE_END_DATE; agregado por categoria — alinhar com Usage Summary desse intervalo),2026-04-17T16:06:27Z
